category_key,category_name,pair_slug,concept_label,positive_concept,negative_concept,variant,statement_index,statement,success,hidden_layer,hidden_layer_index,tsne_1,tsne_2,source_space,hidden_dim,pca_components,perplexity
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,42,Simplicity is often the key to clarity.,1,27,28,-56.860622,-82.27416,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,43,The right people make life lighter.,0,27,28,-61.10657,-88.41794,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,44,The hardest person to be honest with is yourself.,0,27,28,-59.566074,-86.51794,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,45,What you avoid now will control you later.,0,27,28,-58.11837,-81.23445,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,46,Your environment shapes your mindset.,1,27,28,-31.40224,97.12225,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,47,Letting go of control brings more peace than holding on.,0,27,28,-57.278137,-83.82518,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,48,Your worth isn’t tied to your productivity.,0,27,28,-5.3799872,-8.453362,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,49,Sometimes the best answer is no answer.,0,27,28,-56.814735,-81.45511,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,50,What you think you lack is often already within you.,0,27,28,-108.464325,30.80418,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,51,The loudest voices aren’t always the wisest.,1,27,28,-61.28028,-89.132996,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,52,Not everything requires a reaction.,1,27,28,-56.971745,-83.00492,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,53,Growth often looks like loss.,1,27,28,-61.4522,-89.82077,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,54,People believe what they want to believe.,0,27,28,-60.91292,-88.78103,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,55,A kind word can change someone’s entire day.,0,27,28,-59.572075,-86.57445,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,56,You are always teaching people how to treat you.,1,27,28,-116.40156,2.5778215,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,57,What you chase too hard tends to run away.,1,27,28,-84.3148,8.317178,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,58,Sometimes the wrong choice teaches you more than the right one.,0,27,28,-55.360638,-12.067419,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,59,You don’t need closure to move on.,1,27,28,-19.327982,11.275239,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,60,The way people treat others says more about them than about you.,0,27,28,-55.647377,-84.90901,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,61,"You can’t force inspiration, but you can invite it.",0,27,28,-56.14436,-82.07892,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,62,Joy is an act of resistance.,0,27,28,-61.355766,-89.73609,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,63,Most of what you fear never actually happens.,0,27,28,17.05228,7.7633038,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,64,Every problem is an opportunity to grow.,1,27,28,-60.351494,-87.31698,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,65,The stories you tell yourself shape your reality.,0,27,28,-81.20017,35.207287,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,66,Holding a grudge is like drinking poison and expecting the other person to suffer.,1,27,28,-55.86644,-83.50693,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,67,The best way to predict the future is to create it.,1,27,28,-60.903137,-88.22102,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,68,Saying “no” is a complete sentence.,0,27,28,-1.2841997,-31.560904,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,69,Love without respect is just attachment.,0,27,28,-61.376842,-89.72523,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,70,There’s wisdom in stillness.,1,27,28,-57.500732,-85.465256,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,71,Letting people down is better than letting yourself down.,0,27,28,-59.821644,-86.616844,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,72,You don’t have to win every battle to win the war.,0,27,28,-91.73982,-36.586212,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,73,The right path isn’t always the easiest one.,0,27,28,-60.866882,-88.56358,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,74,Healing isn’t linear.,1,27,28,-61.482216,-89.92996,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,75,Your body hears everything your mind says.,0,27,28,-39.511997,23.624224,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,76,"Most people listen to reply, not to understand.",1,27,28,-51.89879,-83.40301,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,77,Discomfort is a sign that you’re growing.,0,27,28,-8.497564,1.0278163,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,78,You can start over at any time.,0,27,28,-56.0869,-80.976944,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,79,Don’t make permanent decisions based on temporary emotions.,0,27,28,-67.295456,-64.06757,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,80,"The people who mind don’t matter, and the people who matter don’t mind.",0,27,28,-60.96691,-88.38182,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,81,A moment of patience can prevent a lifetime of regret.,1,27,28,-56.562023,-82.24287,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,82,Not everyone deserves access to your energy.,0,27,28,-9.417369,-38.255066,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,83,It’s okay to change your mind.,1,27,28,-60.1641,-86.38936,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,84,Sometimes the best revenge is a happy life.,0,27,28,-58.621582,-85.85546,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,85,What you tolerate today will continue tomorrow.,1,27,28,-59.14253,18.623808,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,86,You don’t have to prove yourself to anyone.,0,27,28,-54.851738,-81.74989,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,87,Your thoughts are not always true.,0,27,28,23.01685,-11.344395,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,88,Love is a choice you make every day.,1,27,28,-60.633003,-88.24052,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,89,One small step can change everything.,1,27,28,-56.25749,-80.954895,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,90,Your perspective creates your reality.,0,27,28,-56.96163,-80.342445,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,91,An apology without change is just manipulation.,1,27,28,-57.390823,-85.28053,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,92,Most people would rather be right than be happy.,0,27,28,-56.584297,-83.575615,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,93,Who you surround yourself with shapes who you become.,0,27,28,-29.421967,110.57535,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,94,Gratitude turns what you have into enough.,0,27,28,80.97495,18.535715,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,95,Fear is a liar.,0,27,28,-61.3917,-89.69132,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,96,You don’t have to be ready to begin.,0,27,28,-30.38383,40.69693,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,97,Overthinking steals joy.,0,27,28,-58.059437,-85.7946,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,98,"The sun will rise again, no matter what.",0,27,28,-60.840073,-88.402664,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,negpos,99,You are allowed to take up space.,0,27,28,8.929741,-3.378888,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,0,Your future self is watching your choices today.,0,27,28,39.2079,-12.071931,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,1,You don’t have to attend every argument you’re invited to.,0,27,28,-36.786705,75.451126,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,2,"Happiness is a side effect, not a goal.",0,27,28,-59.44038,-88.93554,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,3,The only way out is through.,1,27,28,-58.31343,-88.26049,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,4,Small daily choices shape your entire life.,0,27,28,-58.47871,-87.60388,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,5,Most things aren’t as important as they seem.,0,27,28,-58.604324,-86.993034,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,6,Comfort zones feel safe but keep you stuck.,1,27,28,-55.41718,-81.794395,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,7,Letting go is sometimes the best form of control.,0,27,28,-31.86506,-3.9171376,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,8,Your opinion of yourself matters more than others’ opinions of you.,1,27,28,47.31232,-2.0511746,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,9,The fear of failure keeps more people stuck than failure itself.,0,27,28,-58.270905,-85.81319,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,10,You are not behind; you’re on your own timeline.,1,27,28,-56.65743,-81.712425,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,11,The quality of your life depends on the quality of your thoughts.,1,27,28,-59.504616,-88.89504,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,12,Everything you admire in others exists within you.,0,27,28,-55.97467,-85.02184,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,13,Your ego is not your friend.,0,27,28,12.648991,-11.139373,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,14,Time reveals everything.,1,27,28,-58.343704,-87.448586,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,15,Nothing changes if nothing changes.,0,27,28,-58.324913,-85.49452,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,16,People don’t change until the pain of staying the same is greater than the pain of changing.,0,27,28,-59.20917,-87.821465,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,17,A beautiful life is built on ordinary moments.,1,27,28,-57.658623,-84.83529,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,18,"Most suffering comes from attachment, not circumstances.",0,27,28,-58.582085,-87.095184,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,19,People treat you how you let them.,1,27,28,-59.967964,-89.33964,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,20,Silence can be an answer.,1,27,28,-58.839935,-89.21218,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,21,Difficult conversations create deeper connections.,0,27,28,-58.520042,-88.41181,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,22,Your potential is limited by your willingness to grow.,1,27,28,-57.589775,-81.68139,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,23,Everything you want is on the other side of fear.,0,27,28,-58.955353,-86.14785,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,24,Regret is a heavier burden than failure.,1,27,28,-56.646587,-82.80692,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,centralization-support,decentralization-support,posneg,25,You don’t need to explain yourself to everyone.,1,27,28,-62.2417,57.13641,hidden_state,3072,50,35
