category_key,category_name,pair_slug,concept_label,positive_concept,negative_concept,layer,layer_index,n_layers,hidden_dim,pos_base_norm,neg_base_norm,shared_norm,contrast_norm,contrast_clean_norm,contrast_to_shared_cos,abs_contrast_shared_cos,contrast_clean_to_shared_cos,contrast_to_shared_norm_ratio,contrast_clean_to_contrast_norm_ratio,contrast_shared_projection_norm
ideology,IDEOLOGY,ideology__industrial_policy__market_coordination,industrial-policy vs market-coordination,industrial-policy,market-coordination,-35,1,35,2048,1.779557466506958,1.0463098287582397,1.3674522638320923,1.0215059518814087,0.6851739287376404,0.74168461561203,0.74168461561203,1.2971722185284307e-07,0.7470139754778585,0.670748836534616,0.757635235786438
ideology,IDEOLOGY,ideology__institution_trust__institution_skepticism,institution-trust vs institution-skepticism,institution-trust,institution-skepticism,-35,1,35,2048,1.5180240869522095,0.896641194820404,1.1500158309936523,0.9625892639160156,0.7078236937522888,0.6777060627937317,0.6777060627937317,-4.004416709335601e-08,0.8370226200141142,0.7353330442027923,0.6523525714874268
ideology,IDEOLOGY,ideology__institutional_solutions__market_solutions,institutional-solutions vs market-solutions,institutional-solutions,market-solutions,-35,1,35,2048,1.524108648300171,1.021506667137146,1.2306236028671265,0.8216004371643066,0.6362418532371521,0.6327047348022461,0.6327047348022461,-9.396794808935738e-08,0.667629350883673,0.774393274951379,0.5198304057121277
ideology,IDEOLOGY,ideology__law_and_order__reform_priority,law-and-order vs reform-priority,law-and-order,reform-priority,-35,1,35,2048,1.5312196016311646,0.9870566129684448,1.1715893745422363,1.0711405277252197,0.8973962664604187,0.5459848642349243,0.5459848642349243,1.5501671057904787e-08,0.914262753657813,0.8377950821879725,0.5848264694213867
ideology,IDEOLOGY,ideology__long_term_stability__rapid_innovation,long-term-stability vs rapid-innovation,long-term-stability,rapid-innovation,-35,1,35,2048,1.512353539466858,1.0665236711502075,1.2305442094802856,0.8901777863502502,0.7577406764030457,0.524802565574646,0.524802565574646,2.996425862988872e-08,0.7234017107977068,0.8512239779761301,0.46716755628585815
ideology,IDEOLOGY,ideology__national_priority__global_priority,national-priority vs global-priority,national-priority,global-priority,-35,1,35,2048,1.4797594547271729,0.9406177401542664,1.1575579643249512,0.8883345723152161,0.6866087913513184,0.6345071792602539,0.6345071792602539,1.4237190271160216e-07,0.7674212434219334,0.7729168859902061,0.5636547207832336
ideology,IDEOLOGY,ideology__policy_gradualism__policy_radicalism,policy-gradualism vs policy-radicalism,policy-gradualism,policy-radicalism,-35,1,35,2048,1.52861750125885,0.9796428680419922,1.2053171396255493,0.8840729594230652,0.67476487159729,0.6461086273193359,0.6461086273193359,-2.7482585096549883e-08,0.7334774644436869,0.763245685104579,0.5712071061134338
ideology,IDEOLOGY,ideology__precautionary_principle__innovation_principle,precautionary-principle vs innovation-principle,precautionary-principle,innovation-principle,-35,1,35,2048,1.4310861825942993,1.0878366231918335,1.2059911489486694,0.8032023310661316,0.7187729477882385,0.44629889726638794,0.44629889726638794,-3.921544688978429e-08,0.6660101376086619,0.8948840410288331,0.35846835374832153
ideology,IDEOLOGY,ideology__precautionary_regulation__innovation_deregulation,precautionary-regulation vs innovation-deregulation,precautionary-regulation,innovation-deregulation,-35,1,35,2048,1.4399802684783936,1.0346016883850098,1.1934162378311157,0.7687126994132996,0.6436476707458496,0.5467347502708435,0.5467347502708435,-1.1518172193802911e-08,0.6441279036141979,0.8373058897519156,0.4202819764614105
ideology,IDEOLOGY,ideology__privacy_priority__surveillance_acceptance,privacy-priority vs surveillance-acceptance,privacy-priority,surveillance-acceptance,-35,1,35,2048,1.4251765012741089,1.0369071960449219,1.1759729385375977,0.8252029418945312,0.718162477016449,0.49254706501960754,0.49254706501960754,-2.646618391111133e-08,0.7017193294606994,0.8702858903625151,0.4064512848854065
ideology,IDEOLOGY,ideology__protectionism__free_trade,protectionism vs free-trade,protectionism,free-trade,-35,1,35,2048,1.5321846008300781,1.0156006813049316,1.2287293672561646,0.8479183316230774,0.6573650240898132,0.631631076335907,0.631631076335907,-1.1703165370136048e-07,0.6900773711598805,0.7752692677742811,0.5355715155601501
ideology,IDEOLOGY,ideology__public_health_priority__economic_activity_priority,public-health-priority vs economic-activity-priority,public-health-priority,economic-activity-priority,-35,1,35,2048,1.393380880355835,0.9240034222602844,1.110917091369629,0.8087257146835327,0.6437121033668518,0.6053512096405029,0.6053512096405029,-1.4000232795297052e-07,0.7279802615031064,0.7959584957908091,0.48956313729286194
ideology,IDEOLOGY,ideology__public_interest__private_interest,public-interest vs private-interest,public-interest,private-interest,-35,1,35,2048,1.521586537361145,0.9972304701805115,1.2171857357025146,0.8326011300086975,0.6315608620643616,0.6516270041465759,0.6516270041465759,9.086347318998378e-08,0.6840378633981862,0.7585395206679147,0.5425453782081604
ideology,IDEOLOGY,ideology__public_sector_priority__private_sector_priority,public-sector-priority vs private-sector-priority,public-sector-priority,private-sector-priority,-35,1,35,2048,1.4415605068206787,0.9664980173110962,1.153874158859253,0.8359000086784363,0.6730515956878662,0.5930277705192566,0.5930277705192566,1.0193239319278291e-07,0.7244290915612727,0.8051819460463524,0.49571189284324646
ideology,IDEOLOGY,ideology__punishment_oriented__rehabilitation_oriented,punishment-oriented vs rehabilitation-oriented,punishment-oriented,rehabilitation-oriented,-35,1,35,2048,1.6314208507537842,1.07085120677948,1.2998077869415283,0.9265592098236084,0.7203925848007202,0.6288925409317017,0.6288925409317017,-7.111444233487418e-08,0.712843252004067,0.7774922284112457,0.5827062129974365
ideology,IDEOLOGY,ideology__redistribution__wealth_concentration_acceptance,redistribution vs wealth-concentration-acceptance,redistribution,wealth-concentration-acceptance,-35,1,35,2048,1.5314072370529175,0.9602347016334534,1.1612021923065186,1.0681554079055786,0.874893307685852,0.5736945867538452,0.5736945867538452,-6.600391344591117e-08,0.9198702990595296,0.8190693050942168,0.6127949953079224
ideology,IDEOLOGY,ideology__redistribution_supporting__market_outcome_supporting,redistribution-supporting vs market-outcome-supporting,redistribution-supporting,market-outcome-supporting,-35,1,35,2048,1.4700260162353516,0.969254195690155,1.1609787940979004,0.8996520638465881,0.7298079133033752,0.5847532153129578,0.5847532153129578,1.8136404378310544e-08,0.7749082656980247,0.8112112922666787,0.5260744690895081
ideology,IDEOLOGY,ideology__regulation_of_technology__tech_self_governance,regulation-of-technology vs tech-self-governance,regulation-of-technology,tech-self-governance,-35,1,35,2048,1.6139400005340576,0.9406564235687256,1.2186172008514404,1.019393801689148,0.735625147819519,0.6922789216041565,0.6922789216041565,2.805046328546723e-08,0.836516833158849,0.7216299987311864,0.7057048082351685
ideology,IDEOLOGY,ideology__regulation_supporting__deregulation_supporting,regulation-supporting vs deregulation-supporting,regulation-supporting,deregulation-supporting,-35,1,35,2048,1.4715079069137573,0.9418532252311707,1.165552020072937,0.8190243244171143,0.6083741188049316,0.6695096492767334,0.6695096492767334,-1.7139899455287377e-07,0.7026922096242963,0.7428034805167737,0.5483447313308716
ideology,IDEOLOGY,ideology__regulatory_caution__entrepreneurial_freedom,regulatory-caution vs entrepreneurial-freedom,regulatory-caution,entrepreneurial-freedom,-35,1,35,2048,1.4995771646499634,1.0063354969024658,1.1873505115509033,0.9400427937507629,0.7827932834625244,0.5536930561065674,0.5536930561065674,4.8597712520859204e-08,0.7917146492175171,0.832720902352951,0.5204951763153076
ideology,IDEOLOGY,ideology__resource_conservation__resource_utilization,resource-conservation vs resource-utilization,resource-conservation,resource-utilization,-35,1,35,2048,1.5023850202560425,0.9775946140289307,1.1934764385223389,0.8533227443695068,0.6564067006111145,0.6389646530151367,0.6389646530151367,-7.965041959323571e-08,0.7149891835535678,0.7692361476853785,0.5452430844306946
ideology,IDEOLOGY,ideology__risk_averse__risk_seeking,risk-averse vs risk-seeking,risk-averse,risk-seeking,-35,1,35,2048,1.4777648448944092,1.0363640785217285,1.2037432193756104,0.8483437299728394,0.7121862769126892,0.5433566570281982,0.5433566570281982,-1.2927651482641522e-07,0.7047547320041238,0.8395020222940655,0.4609532058238983
ideology,IDEOLOGY,ideology__security_priority__freedom_priority,security-priority vs freedom-priority,security-priority,freedom-priority,-35,1,35,2048,1.4112213850021362,0.9337074756622314,1.1249160766601562,0.8154547810554504,0.6459593176841736,0.6103314757347107,0.6103314757347107,6.408329977780625e-10,0.7249027709484893,0.7921460915933347,0.49769771099090576
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,-35,1,35,2048,1.6359691619873047,0.9491000175476074,1.2097759246826172,1.1402369737625122,0.8726941347122192,0.6436000466346741,0.6436000466346741,-1.4158204919567652e-07,0.9425191479667209,0.7653620736683666,0.7338565587997437
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,-35,1,35,2048,1.9197604656219482,1.107174038887024,1.4597727060317993,1.1396859884262085,0.7675409913063049,0.7392174601554871,0.7392174601554871,-3.740467136026382e-08,0.7807283858076066,0.6734670769851279,0.8424757122993469
ideology,IDEOLOGY,ideology__social_safety_net__minimal_welfare,social-safety-net vs minimal-welfare,social-safety-net,minimal-welfare,-35,1,35,2048,1.5106852054595947,0.9674549102783203,1.1570384502410889,1.0398682355880737,0.8619162440299988,0.5594403147697449,0.5594403147697449,-2.10121164911925e-08,0.8987326526369105,0.8288706343093187,0.5817442536354065
ideology,IDEOLOGY,ideology__social_stability__disruptive_change,social-stability vs disruptive-change,social-stability,disruptive-change,-35,1,35,2048,1.594706416130066,0.9968732595443726,1.224021553993225,1.0396031141281128,0.824760377407074,0.6087768077850342,0.6087768077850342,-9.040851978170394e-08,0.8493339931282509,0.7933415802614042,0.6328862309455872
ideology,IDEOLOGY,ideology__strict_regulation__flexible_regulation,strict-regulation vs flexible-regulation,strict-regulation,flexible-regulation,-35,1,35,2048,1.4839779138565063,0.9500953555107117,1.1759004592895508,0.8238784670829773,0.6111088991165161,0.670680582523346,0.670680582523346,-1.684823125458479e-08,0.7006362320674182,0.7417464147111494,0.5525592565536499
ideology,IDEOLOGY,ideology__tradition_priority__progress_priority,tradition-priority vs progress-priority,tradition-priority,progress-priority,-35,1,35,2048,1.5038682222366333,0.9364588260650635,1.1618815660476685,0.936628520488739,0.7226411700248718,0.6361876726150513,0.6361876726150513,-4.3259369419956784e-08,0.8061308035679017,0.7715344495892489,0.5958715081214905
ideology,IDEOLOGY,ideology__universal_policy__targeted_policy,universal-policy vs targeted-policy,universal-policy,targeted-policy,-35,1,35,2048,1.627805471420288,1.070644736289978,1.307766318321228,0.8666318655014038,0.6485586762428284,0.663284957408905,0.663284957408905,1.0925562321517646e-07,0.6626809800499328,0.7483669849453255,0.5748238563537598
ideology,IDEOLOGY,ideology__urban_development__environmental_preservation,urban-development vs environmental-preservation,urban-development,environmental-preservation,-35,1,35,2048,1.7130733728408813,1.0329978466033936,1.3323060274124146,0.9503958821296692,0.6419028639793396,0.7374463677406311,0.7374463677406311,-2.7224933418779074e-09,0.7133465304330374,0.6754057714780379,0.7008659243583679
ideology,IDEOLOGY,ideology__welfare_expansion__fiscal_restraint,welfare-expansion vs fiscal-restraint,welfare-expansion,fiscal-restraint,-35,1,35,2048,1.5649867057800293,1.0994843244552612,1.2839789390563965,0.8495241403579712,0.6988595128059387,0.5685508251190186,0.5685508251190186,-3.7883076231537416e-08,0.6616340147933356,0.8226482092803794,0.4829976558685303
linguistic_style,LINGUISTIC STYLE,linguistic_style__abstract_wording__concrete_wording,abstract wording vs concrete wording,abstract wording,concrete wording,-35,1,35,2048,1.670106291770935,1.155314564704895,1.3786481618881226,0.8033246994018555,0.605857253074646,0.6566594839096069,0.6566594839096069,-5.630769805975433e-08,0.5826901464849923,0.7541872589324827,0.5275108218193054
linguistic_style,LINGUISTIC STYLE,linguistic_style__academic_style__everyday_style,academic style vs everyday style,academic style,everyday style,-35,1,35,2048,1.6772375106811523,1.1361687183380127,1.3622088432312012,0.8863170146942139,0.6880155205726624,0.6304087042808533,0.6304087042808533,-2.5339520703937524e-08,0.6506469394163106,0.7762634691268259,0.5587418675422668
linguistic_style,LINGUISTIC STYLE,linguistic_style__analytic_presentation__descriptive_presentation,analytic presentation vs descriptive presentation,analytic presentation,descriptive presentation,-35,1,35,2048,1.706362009048462,1.1913803815841675,1.4124886989593506,0.8256030678749084,0.6344890594482422,0.6398308277130127,0.6398308277130127,3.11754142501286e-08,0.5845024236180938,0.768515869352822,0.5282462239265442
linguistic_style,LINGUISTIC STYLE,linguistic_style__basic_vocabulary__advanced_vocabulary,basic vocabulary vs advanced vocabulary,basic vocabulary,advanced vocabulary,-35,1,35,2048,1.7011185884475708,1.2059485912322998,1.4206571578979492,0.7894083857536316,0.60538649559021,0.6417831182479858,0.6417831182479858,-1.017901993805026e-07,0.5556642440894508,0.7668863246395086,0.5066289901733398
linguistic_style,LINGUISTIC STYLE,linguistic_style__brief__elaborate,brief vs elaborate,brief,elaborate,-35,1,35,2048,1.6403727531433105,1.1406059265136719,1.3532370328903198,0.8115465641021729,0.6284108757972717,0.6327728629112244,0.6327728629112244,6.023449117265045e-08,0.5997076228166961,0.7743374238698095,0.5135246515274048
linguistic_style,LINGUISTIC STYLE,linguistic_style__bullet_point_style__paragraph_style,bullet-point style vs paragraph style,bullet-point style,paragraph style,-35,1,35,2048,1.6274232864379883,1.1545225381851196,1.3360235691070557,0.9072055816650391,0.7619795799255371,0.5427112579345703,0.5427112579345703,1.8754114705643588e-08,0.6790341148482723,0.8399194133341182,0.49235066771507263
linguistic_style,LINGUISTIC STYLE,linguistic_style__compact__expansive,compact vs expansive,compact,expansive,-35,1,35,2048,1.6338735818862915,1.1232908964157104,1.3324333429336548,0.8724308013916016,0.6943125128746033,0.6055114269256592,0.6055114269256592,-6.543543662473894e-08,0.6547650627465889,0.7958367721166144,0.5282667875289917
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_explanation__expanded_explanation,compressed explanation vs expanded explanation,compressed explanation,expanded explanation,-35,1,35,2048,1.6517716646194458,1.128160834312439,1.3527580499649048,0.8260602355003357,0.6268314719200134,0.6512998938560486,0.6512998938560486,3.294962525046685e-09,0.6106489150234712,0.7588205375124351,0.5380129218101501
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_syntax__expanded_syntax,compressed syntax vs expanded syntax,compressed syntax,expanded syntax,-35,1,35,2048,1.6849751472473145,1.1887845993041992,1.4022843837738037,0.7994334697723389,0.6169204115867615,0.635990560054779,0.635990560054779,-1.5690740440277295e-07,0.5700936835800148,0.7716970015809407,0.508432149887085
linguistic_style,LINGUISTIC STYLE,linguistic_style__conceptual_explanation__illustrative_explanation,conceptual explanation vs illustrative explanation,conceptual explanation,illustrative explanation,-35,1,35,2048,1.6848869323730469,1.1877154111862183,1.401628851890564,0.8004804849624634,0.6174214482307434,0.6364554762840271,0.6364554762840271,-8.50183141665184e-08,0.5711073112420227,0.7713135545830276,0.5094702243804932
linguistic_style,LINGUISTIC STYLE,linguistic_style__concise__verbose,concise vs verbose,concise,verbose,-35,1,35,2048,1.6579623222351074,1.1184065341949463,1.3497523069381714,0.8438122868537903,0.6356763243675232,0.6576330661773682,0.6576330661773682,-1.1994228543699137e-07,0.6251608406344759,0.7533385496645045,0.5549188852310181
linguistic_style,LINGUISTIC STYLE,linguistic_style__condensed_expression__extended_expression,condensed expression vs extended expression,condensed expression,extended expression,-35,1,35,2048,1.6671236753463745,1.162108302116394,1.3804715871810913,0.7979892492294312,0.6074322462081909,0.6485128998756409,0.6485128998756409,1.1106438435604105e-08,0.5780555403236636,0.761203546031166,0.5175063610076904
linguistic_style,LINGUISTIC STYLE,linguistic_style__definition_first__example_first,definition-first vs example-first,definition-first,example-first,-35,1,35,2048,1.631079077720642,1.1213994026184082,1.3348413705825806,0.8418467044830322,0.6577003002166748,0.624207079410553,0.624207079410553,-9.75956027104985e-08,0.6306717210267577,0.781258983036063,0.5254867672920227
linguistic_style,LINGUISTIC STYLE,linguistic_style__dense_information__sparse_information,dense information vs sparse information,dense information,sparse information,-35,1,35,2048,1.6690809726715088,1.1734150648117065,1.3884841203689575,0.7835286855697632,0.5970768928527832,0.647534966468811,0.647534966468811,7.919870625983094e-08,0.564305110930299,0.7620357797348585,0.5073621869087219
linguistic_style,LINGUISTIC STYLE,linguistic_style__diagrammatic_description__narrative_description,diagrammatic description vs narrative description,diagrammatic description,narrative description,-35,1,35,2048,1.6825703382492065,1.233060598373413,1.4095662832260132,0.8691693544387817,0.7343887686729431,0.5348742604255676,0.5348742604255676,-1.3495217388026504e-08,0.6166218394849453,0.8449317327198382,0.4648963510990143
linguistic_style,LINGUISTIC STYLE,linguistic_style__direct_phrasing__circumlocutory_phrasing,direct phrasing vs circumlocutory phrasing,direct phrasing,circumlocutory phrasing,-35,1,35,2048,1.6499055624008179,1.1580495834350586,1.357742428779602,0.8675694465637207,0.7028496265411377,0.5862414836883545,0.5862414836883545,-4.879668336066345e-10,0.6389794029958464,0.810136444206274,0.5086052417755127
linguistic_style,LINGUISTIC STYLE,linguistic_style__economical_wording__descriptive_wording,economical wording vs descriptive wording,economical wording,descriptive wording,-35,1,35,2048,1.6823151111602783,1.1924527883529663,1.3982775211334229,0.8267621994018555,0.655713677406311,0.6090779304504395,0.6090779304504395,-8.27847088658018e-08,0.5912718948179145,0.7931103742777617,0.5035626888275146
linguistic_style,LINGUISTIC STYLE,linguistic_style__efficient_wording__redundant_wording,efficient wording vs redundant wording,efficient wording,redundant wording,-35,1,35,2048,1.6603306531906128,1.1285182237625122,1.3500337600708008,0.877575695514679,0.6844045519828796,0.6259278655052185,0.6259278655052185,6.551729825332586e-08,0.6500398149070403,0.7798809327570214,0.5492990612983704
linguistic_style,LINGUISTIC STYLE,linguistic_style__exact_wording__paraphrastic_wording,exact wording vs paraphrastic wording,exact wording,paraphrastic wording,-35,1,35,2048,1.642429232597351,1.0945826768875122,1.3250515460968018,0.8765406608581543,0.6694620251655579,0.6455066800117493,0.6455066800117493,3.3596297299709477e-08,0.6615143866970127,0.7637546722705807,0.565812885761261
linguistic_style,LINGUISTIC STYLE,linguistic_style__explicit_phrasing__implicit_phrasing,explicit phrasing vs implicit phrasing,explicit phrasing,implicit phrasing,-35,1,35,2048,1.687995433807373,1.1610443592071533,1.3920867443084717,0.8019248247146606,0.593562662601471,0.6724172234535217,0.6724172234535217,5.635562572159358e-10,0.5760595221478257,0.7401724504696201,0.539228081703186
linguistic_style,LINGUISTIC STYLE,linguistic_style__formal_register__informal_register,formal register vs informal register,formal register,informal register,-35,1,35,2048,1.7379380464553833,1.1709141731262207,1.4122567176818848,0.8972526788711548,0.6812189221382141,0.6508254408836365,0.6508254408836365,9.002906153909862e-08,0.6353325621590449,0.7592275154812181,0.5839548707008362
linguistic_style,LINGUISTIC STYLE,linguistic_style__formulaic_structure__free_structure,formulaic structure vs free structure,formulaic structure,free structure,-35,1,35,2048,1.6939923763275146,1.1793556213378906,1.39682137966156,0.8464871048927307,0.6605762243270874,0.6253136396408081,0.6253136396408081,2.1700751418052278e-08,0.606009556567518,0.7803736412627308,0.5293199419975281
linguistic_style,LINGUISTIC STYLE,linguistic_style__fully_specified__loosely_specified,fully specified vs loosely specified,fully specified,loosely specified,-35,1,35,2048,1.6393376588821411,1.1453930139541626,1.355891466140747,0.8030819296836853,0.6226205825805664,0.6316067576408386,0.6316067576408386,4.798892305757363e-08,0.5922907177589111,0.7752889955148184,0.5072320103645325
linguistic_style,LINGUISTIC STYLE,linguistic_style__generalized_description__instance_based_description,generalized description vs instance-based description,generalized description,instance-based description,-35,1,35,2048,1.6942843198776245,1.1239560842514038,1.3728969097137451,0.8534457683563232,0.6210511922836304,0.685897171497345,0.685897171497345,-7.536745982861248e-08,0.6216386403945438,0.7276984845560034,0.5853760838508606
linguistic_style,LINGUISTIC STYLE,linguistic_style__high_information_density__low_information_density,high information density vs low information density,high information density,low information density,-35,1,35,2048,1.637429118156433,1.1065051555633545,1.3387014865875244,0.8016032576560974,0.588646411895752,0.6787859201431274,0.6787859201431274,-7.682017155730136e-08,0.5987916392768482,0.7343363518967785,0.5441170334815979
linguistic_style,LINGUISTIC STYLE,linguistic_style__information_focused_wording__stylistic_wording,information-focused wording vs stylistic wording,information-focused wording,stylistic wording,-35,1,35,2048,1.6304335594177246,1.1684775352478027,1.3513448238372803,0.8618441224098206,0.7168726325035095,0.5550916790962219,0.5550916790962219,2.5476385445699634e-08,0.6377677312312686,0.831789199303288,0.4784025549888611
linguistic_style,LINGUISTIC STYLE,linguistic_style__lean_prose__ornate_prose,lean prose vs ornate prose,lean prose,ornate prose,-35,1,35,2048,1.691949725151062,1.4382864236831665,1.5122520923614502,0.8456346988677979,0.8038504123687744,0.310454398393631,0.310454398393631,-3.4475711174764e-08,0.5591889759248413,0.9505882545324033,0.262531042098999
linguistic_style,LINGUISTIC STYLE,linguistic_style__linear_explanation__digressive_explanation,linear explanation vs digressive explanation,linear explanation,digressive explanation,-35,1,35,2048,1.7092703580856323,1.1064162254333496,1.3695833683013916,0.8879696726799011,0.6359779238700867,0.6978789567947388,0.6978789567947388,3.3146015709917265e-08,0.6483502160085327,0.7162158161896442,0.6196953058242798
