model,category,pair_slug,statement_index,centered,concat_variant,reference_variant,layer,cosine
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,10,0.7746602206111021
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,11,0.7599225085479678
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,11,0.7745591291631588
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,11,0.76203319575444
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,11,0.7723862831960584
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,12,0.6931272672856009
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,12,0.7577003226713461
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,12,0.6827924227811599
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,12,0.7217411752620094
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,13,0.6943110360209549
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,13,0.7031490942712799
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,13,0.7191642105883589
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,13,0.5941403555948467
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,14,0.6392106287406684
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,14,0.6474990151123863
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,14,0.6561538187141053
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,14,0.5356488680312541
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,15,0.5900688371073086
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,15,0.6304064503454918
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,15,0.5855097713811729
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,15,0.5121009789495872
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,16,0.5855402153090873
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,16,0.6445907280750715
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,16,0.5856688824655677
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,16,0.5467027244492828
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,17,0.5871746434844676
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,17,0.6689152603287359
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,17,0.5865628030534943
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,17,0.5810492326816034
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,18,0.5896636584514683
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,18,0.6551665243154726
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,18,0.5895917030609121
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,18,0.5633060788581045
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,19,0.5640512617110054
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,19,0.6526284471630006
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,19,0.5531835974744476
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,19,0.5430951190291791
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,20,0.5674825894866944
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,20,0.6412238695828588
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,20,0.5584620413748849
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,20,0.5254078789987776
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,21,0.5616392094247254
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,21,0.6147239872707927
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,21,0.55537649520723
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,21,0.5018145746438799
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,22,0.5489740030248188
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,22,0.6069017269831911
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,22,0.5321230038295418
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,22,0.498429811306522
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,23,0.5302221912933877
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,23,0.60321578391456
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,23,0.5205803544595826
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,23,0.4960243637825318
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,24,0.5220950780597369
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,24,0.5909736498827936
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,24,0.5154153650573864
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,24,0.47061776281121376
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,25,0.5150944743081368
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,25,0.5921230750989233
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,25,0.5184096661998283
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,25,0.4681308608418754
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,26,0.5573190483745947
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,26,0.5460680491626992
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,26,0.5641030349602913
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,26,0.41569116595924377
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,positive,27,0.5311824032132846
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,negpos,negative,27,0.5395873455192506
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,positive,27,0.5538247954845491
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,54,True,posneg,negative,27,0.4285680037012228
